counterfactual_effect,dataset,decision,family,holdout_ci_high,holdout_ci_low,holdout_effect,hypothesis,p_value,q_value,query,reason,split,support_holdout,support_validation,validation_effect
0.02016913681383635,DiabetesReadmission,accepted,medication,0.02785509227369998,0.013852150651186088,0.020884655307939773,IF x4 = 1 THEN y = 1 increases,0.001996007984031936,0.003297752321444068,diab_num_medications_ge_20 = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.3096810329579624,0.27365721360768824,0.025395166836065283
0.022363003665922997,DiabetesReadmission,accepted,medication,0.02467229725526079,0.01128055860630031,0.017952487255609398,IF x25 = 1 THEN y = 1 increases,0.001996007984031936,0.003297752321444068,diab_insulin_yes = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.5989328459406874,0.5456930605506751,0.02327273703179944
-0.022363003665922997,DiabetesReadmission,accepted,medication,-0.011280558606300312,-0.024672297255260794,-0.017952487255609398,IF x26 = 1 THEN y = 1 decreases,0.001996007984031936,0.003297752321444068,diab_insulin_no = 1 -> P(y=1) decreases,passes all verification gates,early/middle/late encounter_id,0.40106715405931254,0.45430693944932493,-0.02327273703179944
0.026627450612558647,DiabetesReadmission,accepted,medication,0.023083763681279748,0.006076785998252774,0.014756779993579675,IF x10 = 1 THEN y = 1 increases,0.001996007984031936,0.003297752321444068,diab_diabetes_med_yes = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.8006308590295383,0.7726549142149638,0.027706871248976903
0.0266544472091788,DiabetesReadmission,accepted,utilization,0.02311370903791983,0.0059145579684113355,0.014274528541309034,IF x1 = 1 THEN y = 1 increases,0.001996007984031936,0.003297752321444068,diab_time_in_hospital_ge_7 = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.180797122811155,0.2091562997464772,0.02745927741589002
0.010547879046464965,DiabetesReadmission,accepted,demographic,0.019157493618420122,0.006788764637467802,0.013164200248596172,IF x0 = 1 THEN y = 1 increases,0.001996007984031936,0.003297752321444068,diab_age_ge_70 = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.4755910618477684,0.4567537291433288,0.011743309389752654
0.015220025220593144,DiabetesReadmission,accepted,medication,0.019165574405339555,0.005448199190674517,0.011929456505019295,IF x11 = 1 THEN y = 1 increases,0.001996007984031936,0.003297752321444068,diab_change_yes = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.5226696539119156,0.4839337303225046,0.016051437613481004
0.01513566619291153,DiabetesReadmission,accepted,lab,0.022483866014174732,0.006267029300924964,0.015276237266002218,IF x22 = 1 THEN y = 1 increases,0.003992015968063872,0.005834484876401044,diab_a1c_missing = 1 -> P(y=1) increases,passes all verification gates,early/middle/late encounter_id,0.8097105123518661,0.8616532044101173,0.01452664101691474
0.009193170411886697,DiabetesReadmission,rejected,utilization,0.012946428613115917,-0.003010799851680753,0.004924386187403762,IF x2 = 1 THEN y = 1 increases,0.003992015968063872,0.005834484876401044,diab_num_lab_procedures_ge_60 = 1 -> P(y=1) increases,matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.23589411001709804,0.17047933494487352,0.012151196970681788
0.011039503165643604,DiabetesReadmission,rejected,diagnosis,0.011460436922758135,-0.004076710949635281,0.0034201670831495584,IF x29 = 1 THEN y = 1 increases,0.003992015968063872,0.005834484876401044,diab_primary_circulatory = 1 -> P(y=1) increases,held-out effect does not replicate,early/middle/late encounter_id,0.2908731796474264,0.3019574317552031,0.011615055556291498
0.005815796463864373,DiabetesReadmission,rejected,demographic,0.0192251391425492,0.004149985863010751,0.010929997834634053,IF x16 = 1 THEN y = 1 increases,0.005988023952095809,0.00842758926591262,diab_age_ge_80 = 1 -> P(y=1) increases,matched counterfactual contrast is weak,early/middle/late encounter_id,0.22581215730204587,0.2032014621779376,0.012571846508795462
0.005512371497430675,DiabetesReadmission,rejected,medication,0.021204275693163622,0.0022598964307376248,0.0119101688554029,IF x17 = 1 THEN y = 1 increases,0.017964071856287425,0.024379811804961505,diab_num_medications_ge_25 = 1 -> P(y=1) increases,matched counterfactual contrast is weak,early/middle/late encounter_id,0.14881198042568244,0.13224456105182478,0.011508695167772046
0.005116976150297275,DiabetesReadmission,rejected,admission,0.025531678411441286,0.011624097065512304,0.01878693501384468,IF x13 = 1 THEN y = 1 increases,0.07984031936127745,0.10461834950788079,diab_admission_emergency = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,early/middle/late encounter_id,0.7553505099935145,0.7117210070160958,0.006060465721259789
0.0026591789211026203,DiabetesReadmission,rejected,specialty,0.013645633529652455,-0.006878063181076353,0.0031673263314079825,IF x31 = 1 THEN y = 1 increases,0.3073852295409182,0.389354624085163,diab_specialty_emergency = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.11455692470962797,0.0974588762455044,0.0023472260885221696
-0.0027797086369429386,DiabetesReadmission,rejected,admission,-0.007537088257034414,-0.021736891032527295,-0.01489779153879689,IF x21 = 1 THEN y = 1 increases,0.8083832335329342,0.9599550898203594,diab_admission_elective = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.20797712399033075,0.19975237309120925,-0.003807236413078216
-0.00403943723981578,DiabetesReadmission,rejected,demographic,0.009622162253754842,-0.0031799852863468522,0.003058061927865341,IF x27 = 1 THEN y = 1 increases,0.7924151696606786,0.9599550898203594,diab_female = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.5312186781439774,0.5437768999469371,-0.0026013074228920796
-0.007433678214726368,DiabetesReadmission,rejected,lab,-0.005033665636329158,-0.02372846006723407,-0.014990584691473602,IF x23 = 1 THEN y = 1 increases,0.8502994011976048,0.9708582834331339,diab_a1c_high = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.12791109014798654,0.08920464595247922,-0.006586024863747736
-0.004472297196698024,DiabetesReadmission,rejected,demographic,0.0029716116398726894,-0.01568255564844501,-0.006525937724219458,IF x28 = 1 THEN y = 1 increases,0.8942115768463074,0.9708582834331339,diab_race_african_american = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.12272271682094216,0.22917280820706326,-0.005031146249925081
-0.0012258888169028519,DiabetesReadmission,rejected,utilization,0.011197209755726382,-0.0013789583893305886,0.004730138565596384,IF x3 = 1 THEN y = 1 increases,0.8942115768463074,0.9708582834331339,diab_num_procedures_zero = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.47541418548434644,0.45793290489947525,-0.004359037677154606
-0.047344391198207034,DiabetesReadmission,rejected,discharge,-0.030870954576054693,-0.04538276703821217,-0.03846731812898377,IF x12 = 1 THEN y = 1 increases,1.0,1.0,diab_discharge_home = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.5986085726077471,0.6051235186604563,-0.049294941668883804
-0.015512237725053205,DiabetesReadmission,rejected,medication,-0.009009667783663702,-0.02444904557890399,-0.016785633248275714,IF x24 = 1 THEN y = 1 increases,1.0,1.0,diab_metformin_yes = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.2135782088320264,0.19692235127645777,-0.01821704949252806
-0.017383939374756536,DiabetesReadmission,rejected,utilization,0.00035185063511587256,-0.015536892772329518,-0.007507630139771612,IF x18 = 1 THEN y = 1 increases,0.998003992015968,1.0,diab_num_procedures_ge_3 = 1 -> P(y=1) increases,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,early/middle/late encounter_id,0.2070337833854136,0.20585460762926713,-0.012656542709023305
