alpha_per_test,alpha_spent,contrast_effect,dataset,decision,families,heldout_effect,heldout_shard_n,heldout_support,hypothesis,p_holdout,proposer_conditioning,query,reason,round,validation_effect,validation_support,wealth_after,wealth_before
0.00375,0.03,0.0,Bike,rejected,season,0.02693035312197567,2911,0.5857093782205428,IF x14 = 1 THEN y = 1 increases,0.07984031936127745,follow-up around previously accepted families,bike_summer = 1 -> P(y=1) increases,contrast;heldout;bonferroni,2,0.11124008350730691,0.4550625711035267,0.020000000000000004,0.05
0.00375,0.03,-0.18328944378658765,Bike,rejected,season,0.0,2911,0.0,IF x15 = 1 THEN y = 1 decreases,1.0,follow-up around previously accepted families,bike_winter = 1 -> P(y=1) decreases,support;heldout;bonferroni,2,-0.23028265741343162,0.059385665529010236,0.020000000000000004,0.05
0.00375,0.03,0.18328944378658765,Bike,rejected,season,0.0,2911,0.0,IF x18 = 1 THEN y = 1 increases,1.0,follow-up around previously accepted families,bike_fall = 1 -> P(y=1) increases,support;validation;heldout;bonferroni,2,-0.05893731240831557,0.48555176336746303,0.020000000000000004,0.05
0.00375,0.03,0.0,Bike,rejected,season,-0.02693035312197567,2911,0.41429062177945725,IF x19 = 1 THEN y = 1 increases,0.9261477045908184,follow-up around previously accepted families,bike_spring = 1 -> P(y=1) increases,support;validation;contrast;heldout;bonferroni,2,0.0,0.0,0.020000000000000004,0.05
0.00375,0.03,0.4896471868018148,Bike,accepted,calendar+hour,0.4095794944483818,2911,0.08759876331157677,IF x1 = 1 AND x3 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_workingday = 1 AND bike_morning_peak = 1 -> P(y=1) increases,all gates passed,2,0.4904676616915423,0.08532423208191127,0.020000000000000004,0.05
0.00375,0.03,0.5905875798524436,Bike,accepted,calendar+hour,0.454633404583211,2911,0.11748540020611474,IF x1 = 1 AND x4 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases,all gates passed,2,0.59196405648267,0.11376564277588168,0.020000000000000004,0.05
0.00375,0.03,0.6395521130366293,Bike,accepted,calendar+hour,0.426031718780179,2911,0.05839917554105119,IF x7 = 1 AND x5 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_weekend = 1 AND bike_midday = 1 -> P(y=1) increases,all gates passed,2,0.5787610215176573,0.06029579067121729,0.020000000000000004,0.05
0.00375,0.03,-0.2924593225576515,Bike,rejected,hour+season,0.0,2911,0.0,IF x15 = 1 AND x6 = 1 THEN y = 1 decreases,1.0,follow-up around previously accepted families,bike_winter = 1 AND bike_night = 1 -> P(y=1) decreases,support;heldout;bonferroni,2,-0.34025854108956605,0.014334470989761093,0.020000000000000004,0.05
0.0025000000000000005,0.020000000000000004,-0.03587126448375108,Bike,rejected,calendar,-0.11540174809178688,2911,0.04087942287873583,IF x16 = 1 THEN y = 1 decreases,0.007984031936127744,follow-up around previously accepted families,bike_holiday = 1 -> P(y=1) decreases,validation;contrast;bonferroni,3,-0.028620015920109987,0.03253697383390216,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,-0.03587126448375108,Bike,rejected,calendar,0.11250542799761165,2911,0.7031947784266575,IF x17 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_weekday = 1 -> P(y=1) increases,validation;contrast,3,-0.04130732581481705,0.7137656427758817,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,0.044297524353134166,Bike,rejected,calendar,0.12739680004057002,2911,0.24733768464445208,IF x22 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_september = 1 -> P(y=1) increases,validation;contrast,3,0.04255086787662027,0.16313993174061434,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,0.6244461901451239,Bike,accepted,hour+season,0.48294955041103077,2911,0.03160425970456888,IF x14 = 1 AND x4 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_summer = 1 AND bike_evening_peak = 1 -> P(y=1) increases,all gates passed,3,0.628553776465783,0.07599544937428897,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,0.5291368526090765,Bike,accepted,hour+season,0.4532702385363825,2911,0.21058055650979046,IF x18 = 1 AND x2 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_fall = 1 AND bike_commute_hour = 1 -> P(y=1) increases,all gates passed,3,0.39847043944652577,0.14175199089874857,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,-0.30909633908582446,Bike,accepted,hour+weather+hour,-0.528001528324105,2911,0.08210237031947784,IF x21 = 1 AND x6 = 1 THEN y = 1 decreases,0.001996007984031936,follow-up around previously accepted families,bike_cold_night = 1 AND bike_night = 1 -> P(y=1) decreases,all gates passed,3,-0.35020194820622474,0.042320819112627986,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,0.603001341740173,Bike,accepted,calendar+hour,0.49837573151797443,2911,0.041222947440742015,IF x22 = 1 AND x4 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_september = 1 AND bike_evening_peak = 1 -> P(y=1) increases,all gates passed,3,0.5890350877192982,0.027303754266211604,0.0,0.020000000000000004
0.0025000000000000005,0.020000000000000004,0.07379285398870473,Bike,accepted,weather,0.08155605133836519,2911,0.6118172449330127,IF x8 = 1 THEN y = 1 increases,0.001996007984031936,follow-up around previously accepted families,bike_clear_weather = 1 -> P(y=1) increases,all gates passed,3,0.08397087770057149,0.6780432309442548,0.0,0.020000000000000004
